영화평점,영화감상평
6,"롯데월드몰 롯데시네마에서 4d로 12월 27일 오전 10시50분 장모님,라임,지인,은숙. 과 함께 본 영화. 은숙이는 도중 어지럽다고 뛰쳐나감."
9,충분히 행복한 3시간이었다
7,공간적 영상미를 충분히 느끼기에 부족함이 없는 작품
6,진부하고 뻔하지만 압도적인 영상미
10,재밌게 봤습니다.
1,1편과 비교해서 재미없는 게 아니라 그냥 영화로써 봐도 재미 없음
9,"전작은 충격적으로 다가왔다면, 두번째는 자연스럽다. 너무 자연스러워서 CG로 느껴지지 않는 모든 것(인물 배경)들이 대단했다. 다만 스토리적으로 납득되지 않는 부분이 좀 있기는 했다. 꼭 그래야했나 싶은 선택들인데, 그렇다 하더라도 아주 재미있고 훌륭한 영화라는 생각이다."
10,"아바타1을 보지 못했음에도 불구하고 ..정말 너무 재밌게 봤음 집에서도 자꾸 찾아볼 정도로 정말 기억에 많이 남음 많이 흥행하지 못해서 3,4,5편이 나오지 않을까 걱정될 정도로 너무 재미있게 봤음 ... 아이맥스로 다시 보고 싶을 정도 .. 꼭 추천합니다"
10,"재밌어요. 다음편이 무척이나 기대됩니다.^^길지만, 지루하지않아요."
10,굳 3시간 허리 아프지만 집에와도 계속 생각남
10,생각보다 평점이 낮아 기대를 크게안하고 봣지만 역시나 눈이즐겁고 3시간도 금방지나간 느낌 입니다 1편보다 애써만든 티가 나는데 왜 평이 별로인지 모르겠네요~한5년만 일찍 나왔더라면 더 좋았을걸 소재 자체가 1편을 이길수는없겠지만 저는 눈이 즐거워 10점 드립니다.
10,세시간동안 한번도 지루함이 없었다
8,영상미 하나는 압도적인 영화. 아이맥스 겨우 예매해서 봤는데 대만족입니다. 스토리는 보다가 엥?하는 부분이 좀 있어서 아쉬웠어요
10,재밌어요 감동도 있고 추천해요
10,3편을 위한 밑그림
10,스토리는 좀 답답한 감이 있었지만 영상미는 그 어떤 영화보다도 예쁜듯
10,기대잔뜩하고 갓더니 진짜재밋엇습니다.아이맥스로또보고싶어요
6,눈을 즐거웠으나 보는내내 답답해서 돌아버리는줄 알았음.
8,평범한 서사 구조가 영상미 하나로 커버가 되네
10,인생 최고 영화중에 손꼽는 영화이고 기다릴 가치가 충분히 있었습니다.. 진짜 최고
10,완전 재밌었당 굳굳굳 강추
2,13년만에 개봉했는데 미친듯이 좋은 영상미는 아니네. 그동안 기술력이 얼마나 발전했는데..ㅋㅋ
8,영상미...진짜 나는 판도라 행성 다큐보는 줄 알았음. 그만큼 cg가 진짜 대박임 근데 중후반부터 스토리 개연성이 반토막 나는 거 느꼈고 이제 거기서부터 몰입이 안되다보니까 중후반부엔 그냥저냥 봤던거 같음... . 그리고 러닝타임이 3시간인데 솔직히 2시간 지나고 좀 지루했음. 2시간 엄청 몰입해보다가 40분 정도 루즈해서 그냥저냥 봤고 나머지 20분 몰입해서 봄. 보실 분은 간식거리 챙겨서 가시는거 추천.. 2시간부터는 힘들어서 이제 진이 빠짐 그리고 중후반에 나오는 장면.. 감독이 뭘 의도하는지는 알겠는데 나는 아바타를 보러온건데 내가 왜 이걸 봐야하지 ㅋㅋ 라는 장면이 있긴 했는데 이건 뭐 사람마다 다르니까 ㅠ 3편에서는 덜어낼거는 덜어내고 아바타 라는 제목에 조금만 더 충실했으면 좋겠음
10,"3시간짜리 디즈니 어트랙션 탄 기분이예요ㅋ 제가 어트랙션 개발기획자라 알아요^^ 꼭 경험해 보시기를. 특히 아이들은 꼭 이 어트랙션 타봐야할듯, 변화해가는 기술 트렌드도, 상상력도 얻게 될거예요."
10,"매무 만족합니다. 앞 부분 서두가 느려서 다소 지루한 듯하지만 영상미와 스토리로 잘 극복한 작품입니다. 꼭 모두가 보았으면 합니다. 어차피 3, 4편을 보게 될테니까요."
9,영상미가 미쳤음... 스토리는 뻔하지만 역시 눈이 너무나도 즐거운 영화였음
8,2d보단 3d로 보는게 좋을듯
8,용아맥 3D 영화는 좋았지만 일종의 방해로 중간에 몰입이 끊겨서..다시보기엔 또 그렇고..
9,영상만으로도 너~무 만족스러웠던 영화였다.
10,와우 이게 지겹다고 하는 사람들 모지3시간 완전 순삭인데 ㅜㅜ 여운이 어마어마합니다 꼭 보세요
7,"스토리는 평범 눈은 호강,돌비관에서 관람하시길~!!!"
10,"기다린 보람이 있습니다.! 1000만 관객 돌파 예상되구요. 아이맥스3D 로 아들과 함께 보았고 혼자한번 더 봤습니다. 물의길 다음편 시리즈가 너무 기대 되며, 다음 후속작부턴 스토리라인만 좀더 탄탄해지면 좋겠습니다. 바닷속에서 말미잘을 이용하여 공격하는걸 보니 예상컨데 에이와와 키리의 네트워크로 키리가 행성전체를 움직이는 초능력? 같은걸 선사하지 않을까 생각해봅니다 ㅎㅎㅎ 영상미 너무 좋았고 IMAX 3D 의 경우 얼굴이 작은 아이들은 보기 힘들어 했습니다 참고 하세요"
10,"물 색감,표현 등이 진짜 미침;;;인어공주 실사는 제임스 카메론이 했어야함…"
6,자연 타큐멘터리 2시간온라인게임 소개애니메이션 1시간.
9,3D랑 4D같이 있는걸로 보았습니다. 영상미 미쳐쌰요
8,정말 환상적이다.
10,3d로 안 보고 2d로 본게 너어무 아쉬운 영화 ㅜㅜ그만큼 정말 재밌고 영상미에 압도당하는 영화입니다 최고
7,"시각효과는 뛰어나지만, 스토리텔링이 많이 아쉽다."
9,관람객 이영화 미쳤다! 13년 기다린 보람이 있습니다!
10,또보고싶음..한3번보고싶음
10,4DX SCREEN 3D로 봤는데 진심 물속에 있는 줄...
10,너무 재밌어서 2번 봤어요 !영상미가 너무 아름다웠고 감동적이였어요꼭 한번 봐야 할 영화
9,3시간 넘는 러닝타임에 조금 힘들었지만 보는 재미가 쏠쏠했어요
1,사람마다 영화보는 재미가 다르겠지만 영화의 기본이라는 스토리는 이상한점이 한두개가 아니다 최악이었다 그냥 돈OO해서 씨지뽑아낸 영화 제작비 부족해서 정작 중요한 부분을 못넣고 중간중간 꼭 안넣어도 되는부분에 제작비 소모하고 지루하게 만들었다 한마디로 실패작 그래도 3는 볼거에요 3은 잘만들겠지요
10,신비롭고 재밌습니다.
10,3시간동안 지루할틈이 없었다 영화관에서 꼭 봐야하는 영화!
4,스토리는 이건먼가;;가족애?ㅋ 멀얘기하고싶었던건지..영상미만 강조한 ㅡㅡ실망스러웠네요
9,꼭 IMAX로 보세요 생생한 영상이 감동을 주네요
7,남들 다 본다길래 본 영화
10,놓칠게 하나도 없는 3시간 3D의 감동
6,"1. 별 내용도 없는데 너무, 너무 길다.2. 개연성이 너무 부족하다. 그 긴 러닝 타임동안 뭘 한겨..3. 영상미는 훌륭하지만 시대가 지나서 그런지 아바타1 때 만큼의 감흥은 없다."
10,돈벌려고 찍은 영화가 아니라 돈쓰려고 찍은 영화.물흐르듯이 자연스러운 서사전개에 워터액션이란 워터액션은 죄다 실으면서도 가족애와 환경보호와 소수자 차별 반대라는 감독의 철학적 메시지 까지 완벽히 버무려낸 말그대로 미친 작품!!!
10,몇년만에 돌아온 아바타 너무 좋았습니다
10,야 나 진짜 이런 평점? 리뷰 안남기는데 니들도 봐라 재미있다뭐 뻔한 스토리인건 다 예상할테지만 눈이 즐겁다 세시간 후딱가더라솔까말 스파이더랑 키리 떡밥은 다 안풀렸는데 3편에서 풀어주겠지~ 암튼 2023년 지금까지 내 최고의 영화다 이제 1월이지만 ㅋㅋ
10,1편은 3d때문에 재미있었는데...아바타2 2d이지만 역시나 카메룬감독입니다. 몰입감최고 2시간넘는 런닝타임 짧게 늦껴짐니다.
1,손익분기점 못넘기는 수준이 아니라 아바타 후속작이라는 타이틀없으면 Cg빼곤 아무것도 없는수준
8,물의 길 편 너무 재미있게 봤습니다! 3D로 봐서 그런지 입체감도 좋았고 정말 내 눈 앞에 존재하는 것같다는 생각이 들 정도였습니다~ 하지만 물의 가족들이 임팩트가 별로 없고 너무 주인공들 쪽으로 힘을 실어준 거 같아 아쉽습니다. 그래도 너무너무 만족했습니다!
1,존내 지루해서 잠... 티켓 가격에 대실 가격도 포함되있는 듯
10,이보다 더 잘 만든 영화가 나올 수 있을까 하는 생각이 들게 한 영화
8,이렇게 신비하고 아름다운 바다를 본 적이 없다.
1,3시간동안 잠 잘 잤습니다 돈 버림
10,고래랑 소통 하는 장면에 가슴 뭉클 그리고 흐르는 눙물 감동 그잡채 였다..
7,아바타1은 정말 재밌게 봤는데 내가 늙었는지 2는 조금 유치하게 느껴지네요
10,아바타2는 자연vs인류의 대립구도를 제대로 표현한 작품인것 같다는 생각이 들었습니다. 13년간 기다린 보람이 있었고 앞으로 나올 후속작도 기대하게 만드는 하나의 계단 역할을 하는 영화로 남길 바랍니다.
10,명작은 역시 명작이라는 생각이 들었습니다. 3시간 넘는 러닝 타임이 지루하지 않을 뿐만 아니라자주 드러나는 인물들의 감정과 행동이 상당히 입체적이어서 재밌게 봤습니다.
10,ㅜㅜ세상이 아름답게 보인다
10,2023년 기준 평점...3시간 순삭이라니 이렇게 좋을줄은 상상도 못했다. 찬란한 용아맥.
5,화려한 영상! 화려하기만한 영상! 너무너무 예상가능한 스토리! 10년전에 봤으면... 1편처럼 최고다! 했을껄.. 근데 10년이 지나서.. 쯧
10,웅장하고 재밌고 개슬픔
10,"1,2 둘다 넘 재밌어요. 기대치 그 이상"
10,러닝타임이 너무 길었지만 영화가 주고자하는 메시지가 확실했고 감동과 슬픔이 있었다. 특히 해양 생물들을 하나 하나 창조하느라 얼마나 많은 고생을 했을까 싶어서 제작진이 새삼 대단하다고 느꼈다.
10,최고의 영화다. 3시간이 아깝지 않음. 2번보고 옴
10,진짜bb 긴시간인데 지루하지 않고 시간가는줄 모르면서 눈물쭈륵 흘리며 봄
10,3D로 관람했는데 너무 실감나게 잘만들어서 재밌게 봤어요~ 강추입니다.
10,영상미 좋고 잼있음보다보면 게임 그래픽 같은 느낌도 살짝 들었음
10,가족끼리 보기 좋았어요
10,감동적이에요..ㅠㅠㅠ
4,외계인에게 너무 지구인의 신파와 감정을 요구함. 차라리 지구촌 난민의 생활상을 다큐로 하질 그랬나 하는 아쉬움. 영화를 본 후.. 남는건 외계인 와이프의 님편에게 향한 바가지.
10,"이런 영화가 또 있을까..? 그냥 말이 필요없네요 와,,"
10,역대급 그래픽으로 보여주는 판도라의 이야기
9,"아바타1보다 보기 무난하구, 여러 모로 생각할 만한 점들 있네요:)"
10,그저 빛이 돼 마땅한 영화
2,진짜 재밌었어요? 네? 예?네에에에에? 참고로 4dx 3d관란했습니다영상미요? 예에에에엥?
10,미친 수준의 CG에 빨려들어가 어느새 영화 속에서 가족의 의미를 되새기고 있는 나를 발견할 수 있었다
10,정말 시간 가는 줄 모르고 봤어요!! 가족의 감동과 교감!!다음이 또 기대됩니다!!
10,실망시키지 않는 아바타2십대 소녀를 연기한 시고니 위버의 역량이 대단했다
8,러닝타임이 3시간임에도 불구하고 지루하지 않았고 재밌게 봤습니다.
10,부디 이 영화는 4dx로 봐주세요. 솔직하게 1편에서 느꼈던 감동은 조금 부족하다고 느껴지지만 곱씹어 볼수록 3편을 위한 떡밥들도 흥미롭고 영상미도 좋고 돈이 아깝지 않은 영화임에는 분명합니다.
10,굿굿굿 반드시 용아맥으로 봐야함
10,스토리나 이런거를 생각하지 않게 만들어버리는 영상미 고품질의 cg 돈이아깝지 않은 3시간의 판도라 탐험이었습니다
10,"역시 3D 영화야,최고지"
10,자연과 인간의 조화를 그린 전편을 이은 명작!
10,이게 어떻게 cg야 판도라 가서 찍은거지
6,스토리는 너무 구리고 영상미는 너무 좋고
8,영상미가 좋아요 재밌어요
10,최고입니다. 가장 가성비 뛰어난 영상물!
10,너무 재미있게 보고왔어요!! 몰입감최고!!
10,여운이 남네요 너무 잘봤어요
10,3시간 지난줄 모르고 봄
10,"시끄러운 잡소리들은 전부 치우고, I see you"
8,도망친 곳에 낙원은 없다.
8,재밌어요
10,끝나고 차탈때 머리카락으로 시동검강췌
5,바다랑 해양 생물 CG 이쁘다말고는 뭐 없음....
5,진부한 스토리라인과 아름다운 영상미.
10,믿고보는 남돌비
10,솔직히 스토리는 너무 뻔한전개였음근데 영상미가 모든걸 커버함. 3시간 내내 눈이 즐거웠음.
10,무조건 아이맥스 쓰리디로 보십쇼 아니면 후회합니다.
10,외화보며 눈물흘린 3편의 영화중 하나가될듯 묘한 영적 감동을 주는 대작보는 내내 영상이 너무 아름다워황홀 했음 강추
4,스토리도 별로 액션도 별로 영상미도 그렇게까지 좋은줄 모르겠다 처라리 아쿠아맨이 수상전이 훨씬 잼있다
10,소름끼쳤음 장면장면이 감동 와우 역시
10,아바타2 용아맥으로로 꼭 보세요
10,오랜만에 제대로된 영화봄
10,"가끔 보이는 지구인들이 CG같고, 지구 어딘가에 분명 나비족이 있다는 의심이 생김."
10,모든 면에서 너무 좋앗어요. 다음편도 기대되네요
6,아바타1도 그냥 그랬던 저에겐 아바타2도 그냥 보통이네요. 트랜스포머 처럼 CG만 화려한 영화였어요.
8,역시 1편을 넘는 2편은 없다.
7,"영상미가 뛰어나요,또 볼수있어요"
7,좌충우돌 제이크네 이민정착기... 용아맥 명당에서 봤지만 글쎄... 와대박 소린 안나왔음
10,꼭두새벽부터 봐서 피곤했지만 영상미로 눈이 즐거웠다
10,두 번 봤어요... 다큐멘터리 느낌
10,"펑펑 울었고요ㅠㅠ 재밌고 너무 아름다운 영화였어요 아바타1을 안봤는데 남편이 계속 보자그래서 어쩔수없이 보고 재미없으면 자려고 했는데 다음에 4D로 다시 보러가려구요 이게 평점이 이것밖에 안되다니,, 말도 안돼ㅠㅠㅠㅠ"
10,1편 볼 땐 신혼.. 지금은 초중생 키우는 아빠.. 아들이랑 같이 봤는데 공감되는 부분과 재미있는 부분이 많았다 ㅎㅎ 영상미는 말할 것 없고
10,말이 필요없다. 시간이 걸려도 또 다시 갱신 할거다
